sample	newcode	beta1	beta2	beta3	beta4	beta5	beta6	beta7	beta8	beta9	sigma
53	19	.010267	.063008003	.049867	-.00053640001	-1.0783	-.065948002	-.51677001	-.023172	-1.0682	.14055
54	19	.010217	.063726999	.050381001	-.0005425	-1.0834	-.071033001	-.51920998	-.02826	-1.0786999	.13945
55	19	.010346	.064699002	.049996998	-.00053850003	-1.0805	-.067731999	-.52482998	-.027915999	-1.0901999	.14086001
56	19	.011074	.062419999	.049764	-.00053590001	-1.0626	-.062201999	-.52292001	-.021980001	-1.0686001	.14004
57	19	.0099291001	.064421996	.049977999	-.00053939997	-1.0782	-.071119003	-.52708	-.028109999	-1.0753	.14129999
58	19	.010056	.062550001	.050492	-.00054390001	-1.0888	-.068815	-.52556002	-.027194999	-1.0667	.14
59	19	.010717	.063992001	.048909001	-.00052589999	-1.0926	-.070877999	-.52280003	-.029255001	-1.0954	.14029001
60	19	.010811	.064216003	.049456999	-.00053229998	-1.0831	-.064717002	-.51975	-.025325	-1.0776	.14004
61	19	.010041	.063991003	.049068	-.00052870001	-1.0926	-.072435997	-.52195001	-.029100001	-1.0907	.13967
62	19	.0099614002	.064345002	.048902001	-.00052509998	-1.0766	-.064806998	-.53241998	-.023448	-1.0735	.14146
63	19	.010302	.062678002	.049067002	-.00052669999	-1.0817	-.067611001	-.52117997	-.027031001	-1.0683	.14038
64	19	.010574	.064282998	.050124001	-.00054079999	-1.0843	-.061533	-.50949001	-.019592	-1.0596	.14043
65	19	.010431	.063600004	.049493	-.00053419999	-1.0811	-.061781	-.52902001	-.023111001	-1.0752	.13987
66	19	.010714	.063095003	.050301	-.00054049998	-1.063	-.064323999	-.52484	-.022862	-1.074	.14038
67	19	.0098853996	.063454002	.049966998	-.00053600001	-1.0822001	-.068020001	-.52539998	-.028991001	-1.0654	.14027999
68	19	.010818	.063253	.049222998	-.0005272	-1.0697	-.063801996	-.52529001	-.026227999	-1.0757	.14030001
69	19	.01013	.064456999	.048408002	-.00052130001	-1.0911	-.063952997	-.52208	-.024429999	-1.0821	.14031
70	19	.010679	.063964002	.049042001	-.0005277	-1.0941	-.067348003	-.52108997	-.026209	-1.0836999	.13964
71	19	.0098459003	.064539	.050305001	-.00054179999	-1.0805	-.068484001	-.52797002	-.028088	-1.0855	.13992999
72	19	.01055	.063773997	.048443999	-.0005196	-1.0748	-.060624	-.52390999	-.021226	-1.091	.14002
73	19	.01082	.062709004	.048377	-.0005203	-1.0901999	-.061202001	-.51725	-.019836999	-1.107	.13947
74	19	.010402	.063295998	.049741	-.000535	-1.075	-.063380003	-.51029998	-.021369999	-1.0827	.14078
75	19	.010463	.064524002	.049412001	-.00053050002	-1.0598	-.062291	-.51213002	-.022430999	-1.0776	.14071
76	19	.010242	.063821003	.049791001	-.00053289998	-1.0792	-.067635	-.52626997	-.026463	-1.0857	.14132001
77	19	.010837	.064333998	.050250001	-.0005426	-1.0843	-.069193996	-.51931	-.027127	-1.0678	.13943
78	19	.010415	.064586997	.048843	-.00052559999	-1.0904	-.068622999	-.52262998	-.029902	-1.0637	.14045
79	19	.010739	.063152	.05046	-.00054400001	-1.0829	-.070560999	-.52169001	-.028930999	-1.0707	.14021
80	19	.0095140999	.064388998	.049718998	-.0005356	-1.0888	-.064511001	-.53007001	-.023158001	-1.0922	.14031
81	19	.010237	.064838	.049208999	-.000528	-1.0828	-.065957002	-.52547002	-.025876001	-1.0649	.14108001
82	19	.010169	.063763998	.049865998	-.00053580001	-1.1003	-.070015997	-.53821999	-.031372	-1.0865	.13969
83	19	.011234	.063515998	.04981	-.00053710002	-1.0804	-.066320002	-.50737	-.023994001	-1.0822001	.14045
84	19	.010538	.063268997	.049221002	-.00052980002	-1.0767	-.068833001	-.51808	-.027282	-1.0806	.1402
85	19	.010539	.064005002	.049414001	-.00053149997	-1.0705	-.059110999	-.51648003	-.0185	-1.0687	.14033
86	19	.01074	.063118003	.049699999	-.00053419999	-1.0838	-.066915996	-.53162998	-.028977999	-1.0716	.13969
87	19	.010767	.063836001	.050430998	-.00054360001	-1.0908999	-.069780998	-.51608998	-.027388999	-1.0785	.14049
88	19	.010774	.063759997	.049428999	-.00053120003	-1.0785	-.064989001	-.51739001	-.021985	-1.063	.14121
89	19	.0099112997	.064315997	.048517998	-.00052190002	-1.0792	-.064470001	-.52407002	-.024406999	-1.0783	.14056
90	19	.010153	.063222997	.049141999	-.0005279	-1.1038001	-.063813999	-.51695001	-.021198999	-1.0733	.14012
91	19	.010597	.063196003	.049878001	-.0005351	-1.0767	-.062544003	-.51322001	-.019637	-1.0622	.14187001
92	19	.0097786002	.063620001	.048893001	-.00052459998	-1.0782	-.056024	-.51839	-.0188	-1.0735	.14205
93	19	.010626	.062444001	.049460001	-.00053090003	-1.0931	-.068437003	-.54269999	-.029506	-1.0732	.1408
94	19	.010904	.062850997	.048852	-.00052639999	-1.0934	-.065017998	-.51896	-.022383999	-1.0888	.14069
95	19	.0097618997	.064057998	.050213002	-.0005432	-1.0919	-.067383997	-.51506001	-.024736	-1.0799	.14092
96	19	.0099424999	.064507999	.050439999	-.0005424	-1.0700999	-.061526	-.51762998	-.019412	-1.0785	.14038
97	19	.010257	.063665003	.049793001	-.00053600001	-1.075	-.066427998	-.52030998	-.024561999	-1.0712	.13952
98	19	.010163	.063436002	.050528999	-.0005432	-1.0761	-.056816	-.50699002	-.014638	-1.0697	.14064001
99	19	.010058	.064320996	.048691999	-.00052250002	-1.0779999	-.064336002	-.52206999	-.023365	-1.0825	.14053001
100	19	.010555	.064768001	.050066002	-.00053890003	-1.0825	-.068439998	-.51604003	-.026275	-1.0776	.141
0	20	.013331	.097560003	.069316	-.00072710001	-.95656002	.0078028999	-.62481999	.15232	-.96341997	.24955
1	20	.013084	.099637002	.069836996	-.00073249999	-.93978	.012074	-.60531998	.15731999	-.94843	.25229001
2	20	.015171	.098932996	.067675002	-.00070879998	-.95881999	.0064719999	-.62642002	.14527	-.94764	.24955
3	20	.013696	.097893	.072792001	-.00076979998	-.96249998	-.0036478001	-.63924003	.13974001	-.95551997	.24976
4	20	.013656	.097958997	.069036998	-.00072439999	-.94861001	.0074553001	-.60913998	.15487	-.93699998	.25158
5	20	.013873	.097952999	.068747997	-.0007189	-.93699998	.017858	-.60017002	.16303	-.94677001	.2511
6	20	.014402	.097461	.069513001	-.00073059998	-.94946003	.013255	-.62462002	.15526	-.95453	.24788
7	20	.014075	.098637	.069467001	-.00073089998	-.96477997	.0026070999	-.61602002	.14816	-.95994997	.25174001
8	20	.014865	.097773001	.067704	-.00070819998	-.94630003	.011692	-.62427998	.15471999	-.97798997	.25005001
9	20	.013263	.098122999	.070644997	-.00074019999	-.94363999	.010682	-.61254001	.15617999	-.94937998	.25173
10	20	.013423	.098289996	.069444001	-.00072890002	-.95240998	.0021108	-.63015997	.14833	-.95985001	.25044
11	20	.013368	.098604001	.069169998	-.0007261	-.95147997	.0079249004	-.61667001	.14841001	-.96390003	.25165001
12	20	.013274	.097825997	.069154002	-.00072810001	-.94575	.01629	-.61092001	.16001999	-.95163	.25082001
13	20	.014066	.098173998	.068557002	-.00072030001	-.95703	.0034127999	-.63014001	.14704999	-.96954	.24804001
14	20	.014319	.098112002	.067806996	-.00070759997	-.96301001	-.010223	-.63621998	.13768999	-.95665002	.25121999
15	20	.014174	.097722001	.067913003	-.00071450003	-.96156001	.0062414999	-.62272	.14850999	-.96559	.25044999
16	20	.014292	.098766997	.068071	-.00071280001	-.94183999	.0092065996	-.61584997	.15486	-.95736003	.25292999
17	20	.014752	.098243997	.069199003	-.0007266	-.96714002	-.0031318001	-.63419002	.1459	-.95578003	.25115001
18	20	.014779	.098788999	.068680003	-.00071980001	-.95117003	-.0018882999	-.61931998	.14122	-.97097999	.25257999
19	20	.012411	.099163003	.069668002	-.00073169998	-.95928001	.0063749999	-.61821997	.14627001	-.96546	.24973001
20	20	.012787	.097793996	.069603004	-.00072880002	-.94902003	.001874	-.61620998	.15039	-.94983	.25161999
21	20	.013916	.099306002	.069735996	-.0007341	-.93614	.016553	-.6124	.16006	-.95495999	.25159001
22	20	.012133	.098599002	.068081997	-.00071320002	-.94665998	.015265	-.59467	.16759001	-.95278001	.25262001
23	20	.01321	.098506004	.067616001	-.00070909999	-.97447002	-.0074363002	-.64200002	.13807	-.97709	.25198001
24	20	.01455	.098898001	.070839003	-.00074619998	-.96134001	-.0021170001	-.63735002	.13852	-.95886999	.24982999
25	20	.013398	.098756	.069651	-.00072950003	-.93927997	.014719	-.60903001	.15852	-.96741998	.25161001
26	20	.012089	.097932003	.070086002	-.00073309999	-.93364	.018131001	-.61167002	.16408999	-.95055997	.25191
27	20	.01456	.096979998	.067043997	-.00070019998	-.94046998	.019654	-.62668997	.16372	-.93519998	.25251001
28	20	.012731	.098292001	.070540003	-.00073929998	-.94186997	.017426001	-.61201	.16096	-.94404	.25127
29	20	.014068	.097856	.068637997	-.00071940001	-.95457	.010873	-.61493999	.15151	-.97250003	.25123
30	20	.014051	.098154001	.069043003	-.00072349998	-.94959998	.0082991002	-.61206001	.14934	-.94493002	.24963
31	20	.014799	.097249001	.067235999	-.00070480001	-.96057999	.010809	-.62931001	.15549	-.98461002	.24856
32	20	.013355	.096731998	.070014998	-.0007344	-.94748998	.015484	-.61396003	.15759	-.95581001	.25027001
33	20	.012893	.096593	.070822999	-.00074420002	-.95692003	.0054286998	-.6279	.1478	-.94861001	.24905001
34	20	.013368	.098497003	.069991998	-.000734	-.93489999	.022236999	-.59785002	.16361	-.94585001	.25181001
35	20	.014583	.096623003	.069112003	-.00072720001	-.95185	.014555	-.61991	.15820999	-.97086	.24685
36	20	.014876	.098004997	.068874002	-.00072100002	-.94981003	.0084990002	-.61325997	.15177999	-.96318001	.25055999
37	20	.01331	.099354997	.068829998	-.00072180002	-.97096002	-.001916	-.63508999	.13977	-.94898999	.25094
38	20	.012802	.09922	.068565004	-.000718	-.96508998	-.00080729998	-.63205999	.13790999	-.96205997	.25051999
39	20	.01307	.097193003	.069504	-.00072960003	-.94845003	.01692	-.62443	.15601	-.94922	.24888
40	20	.012714	.098016001	.070096999	-.00073630002	-.93524998	.011166	-.60872	.15488	-.94367999	.2538
41	20	.013031	.099745996	.068250999	-.00071460003	-.94107002	.016644999	-.60176998	.16602001	-.94867998	.25026
42	20	.013208	.097781003	.068833999	-.000718	-.95371002	.013342	-.61602998	.15313999	-.95819998	.25038001
43	20	.013372	.099192001	.070371002	-.00074069999	-.93748999	.0090600001	-.60933	.15505999	-.92839998	.25174001
44	20	.014481	.099032998	.069806002	-.00073610002	-.96098	-.00061549997	-.62612998	.14392	-.98019999	.25446999
45	20	.01392	.097808003	.069463	-.00072990003	-.9436	.014656	-.62676001	.15509	-.96473002	.24959999
46	20	.012338	.097537003	.068090998	-.00070939999	-.95696998	.011377	-.61482	.15685999	-.96168	.24944
47	20	.014316	.097087003	.069498003	-.00073109998	-.95081002	.0015123	-.63520002	.14505	-.95717001	.25268
48	20	.014491	.096123002	.070229001	-.00073630002	-.94599998	.010179	-.61421001	.15579	-.9598	.25062999
49	20	.014122	.098169997	.069008999	-.00072469999	-.96507001	.0012156999	-.62440997	.14486	-.95736003	.24955
50	20	.013761	.098056003	.069922999	-.000734	-.95451999	-.0016357	-.63020003	.14286999	-.95626998	.25184
51	20	.01471	.097264998	.070439003	-.00074350002	-.95512998	-.00056419999	-.62941998	.14019001	-.96148998	.25277001
52	20	.013546	.097958997	.069952004	-.00073650002	-.94677001	.0047467002	-.61211002	.15157001	-.94731998	.25246
53	20	.014735	.098159999	.069020003	-.00072539999	-.95876998	.0074016	-.62659001	.14853001	-.95783001	.25
54	20	.013462	.098595001	.070139997	-.00073919998	-.94844002	.0061142999	-.61202002	.15005	-.94472998	.25271001
55	20	.01368	.096298002	.069095999	-.00072269997	-.96823001	.0028152999	-.63306999	.15019	-.95874	.24844
56	20	.013211	.097563997	.068970002	-.00072449999	-.94354999	.019614	-.61282003	.16587999	-.94897997	.24934
57	20	.013681	.098807	.068747997	-.00072010001	-.92864001	.023612	-.60247999	.16981	-.95099998	.25060001
58	20	.013329	.097952001	.069656998	-.00073149998	-.94802999	.0040026	-.62551999	.15237001	-.95877999	.25207999
59	20	.013783	.099514	.069613002	-.0007345	-.94586998	.0095062004	-.62035	.15195	-.95774001	.25176001
60	20	.013932	.098982997	.067989998	-.0007107	-.95085001	.011417	-.61106002	.1551	-.94739002	.25117999
61	20	.013118	.098210998	.069288999	-.0007262	-.94642001	.015675999	-.59641999	.15919	-.95381999	.25145999
62	20	.013959	.099099003	.068685003	-.00071980001	-.94695002	.0040842001	-.62970001	.14086001	-.98931003	.2516
63	20	.014858	.097346999	.071161002	-.00074839999	-.93845999	.020324999	-.61000001	.16084	-.96072	.25145
64	20	.013621	.097654998	.068154	-.00071210001	-.95437002	.0094240997	-.62661999	.15328	-.96148998	.24866
65	20	.014789	.097112	.070345998	-.00074049999	-.95828998	.001956	-.63349998	.14743	-.95208001	.25318
66	20	.014526	.097484998	.069137998	-.0007259	-.93435001	.018803	-.61133999	.16406	-.96168	.25007001
67	20	.013547	.097822003	.069609001	-.00072900002	-.95701998	-.0020866999	-.62443	.14298999	-.94757003	.25058001
68	20	.014201	.098191001	.070733003	-.00074410002	-.95600998	.0010826	-.61254001	.14899001	-.95839	.25099
69	20	.012803	.098560996	.069032997	-.00072529999	-.95743001	.013672	-.61282003	.15415999	-.96640998	.25016001
70	20	.01355	.098732002	.069237001	-.00072900002	-.95159	.0099491999	-.61641997	.1582	-.96692002	.25176999
71	20	.013007	.097723998	.070725001	-.00074539997	-.95096999	.0024888001	-.61278999	.152	-.96982998	.24958
72	20	.012851	.097562999	.068809003	-.00072190003	-.94159001	.017533001	-.61374003	.1653	-.94292003	.25075001
73	20	.013875	.097828001	.068411	-.00071579998	-.96043998	.0030203999	-.63546997	.1463	-.94656998	.24859001
74	20	.014242	.098719001	.069927998	-.00073630002	-.95464998	.0029786001	-.61824	.14825	-.96512997	.25266001
75	20	.013902	.098636001	.068152003	-.00071280001	-.96284997	.0076502999	-.61790001	.14797001	-.97215998	.24918
76	20	.013268	.097392	.068609998	-.00072000001	-.94568002	.018893	-.60854	.16242	-.96145999	.25281999
77	20	.014413	.097397	.068970002	-.00072389998	-.95933998	.0024569	-.64489001	.14268	-.96232003	.24871001
78	20	.013847	.096928999	.068071999	-.0007114	-.94752997	.016975001	-.61861998	.16023999	-.96070999	.25051001
79	20	.012838	.097938001	.067125	-.00069959997	-.96950001	-.00060879998	-.62663001	.14404	-.95705003	.24944
80	20	.012722	.097514004	.071753003	-.00075559999	-.95885998	-.0017778	-.63533998	.14263	-.97849	.2492
81	20	.013476	.097048998	.070315003	-.00073929998	-.95165998	.010783	-.6164	.15606999	-.96715999	.25231999
82	20	.013646	.099417999	.067607	-.00070869998	-.97093999	-.0095515	-.62752002	.13446	-.97790998	.25152001
83	20	.013681	.098457001	.068034001	-.00071170001	-.94533002	.003062	-.61774999	.14575	-.96041	.25437
84	20	.013123	.098660998	.070358999	-.00073769997	-.94616997	.0079426998	-.62913001	.14952999	-.95943999	.2507
85	20	.014675	.098114997	.067583002	-.00070809998	-.97347999	-.0069964998	-.63538003	.1362	-.98347998	.24911
86	20	.01301	.097943	.069479004	-.00073019997	-.96274	.0065978002	-.62325001	.14786001	-.95384997	.25012001
87	20	.013601	.098751001	.068619996	-.0007186	-.95876998	.0030680001	-.62857002	.1485	-.94212002	.25125
88	20	.014581	.097332999	.069960997	-.0007343	-.93778002	.01757	-.60652	.16253	-.95402998	.25376999
89	20	.013959	.098164998	.069054	-.00072239997	-.93708003	.020884	-.60363001	.16394	-.96341997	.25150999
90	20	.01442	.097259	.068908997	-.00072419998	-.95666999	-.0039607999	-.62781	.14605001	-.96038997	.25183001
91	20	.013774	.098898001	.069701999	-.00073279999	-.96653003	-.00054129999	-.64543998	.13911	-.97377002	.24977
92	20	.013246	.099581003	.069413997	-.00072850002	-.94334	.0091441004	-.60654998	.15099999	-.97500002	.25209001
93	20	.013191	.098402001	.068751998	-.00072030001	-.95270002	.0076700002	-.61373001	.15360001	-.95454001	.25119999
94	20	.013797	.098834001	.069564	-.00073239999	-.96353	.0052256999	-.64069998	.14727999	-.94765002	.25027001
95	20	.01434	.097892001	.070225999	-.00073779997	-.94155002	.012171	-.61572999	.15419	-.95383	.24997
96	20	.012823	.099119	.069614999	-.00072850002	-.94090003	.017312	-.59891999	.15992001	-.94067001	.2525
97	20	.012788	.098927997	.069343999	-.00073009997	-.94357997	.018642001	-.61835003	.16181	-.95422	.24968
98	20	.013637	.097666003	.069904	-.0007343	-.95770001	.0060538002	-.60666001	.15802	-.95669001	.25193
99	20	.013489	.098591	.069747999	-.00073079998	-.94701999	.0049919998	-.60539001	.15158001	-.95520997	.25218001
100	20	.012586	.098761	.069256	-.00072830002	-.95311999	.012073	-.60314	.15955999	-.95291001	.25106999
0	21	.022973999	.055868998	.081603996	-.00090390001	-1.0118001	-.17885999	-.56667	0	0	.25097999
1	21	.024995999	.054825999	.081525996	-.00090290001	-1.0025001	-.17923	-.56440997	0	0	.25275999
2	21	.022662001	.055620998	.082263	-.00091290002	-1.0075999	-.17756	-.57107002	0	0	.25094
3	21	.021555001	.057638001	.082979999	-.00092319999	-1.0134	-.17613	-.56454998	0	0	.25018001
4	21	.023878001	.055824	.083264999	-.00092339999	-1.0025001	-.18024001	-.55931997	0	0	.25329
5	21	.021375	.057624001	.080211997	-.0008868	-1.0151	-.17806999	-.56298	0	0	.25297001
6	21	.024773	.054705001	.082976997	-.00091629999	-1.0008	-.17896	-.55838001	0	0	.25314999
7	21	.024493	.055263001	.083466001	-.00092630001	-1.0037	-.17957	-.55760002	0	0	.25211
8	21	.023394	.056021001	.079594001	-.0008787	-1.0128	-.18129	-.55855	0	0	.25209001
9	21	.022177	.056120001	.081678003	-.00090699998	-1.0153	-.18255	-.56682998	0	0	.25286001
10	21	.022645	.057255998	.082105003	-.00091399997	-1.0175	-.17789	-.56612998	0	0	.25244001
11	21	.022846	.058005001	.082964003	-.00091980002	-1.0069	-.17865001	-.55768001	0	0	.25272
12	21	.023177	.056118	.081628002	-.00090009999	-1.0104001	-.1802	-.56792003	0	0	.25330999
13	21	.022252001	.056669999	.081281997	-.00089869997	-1.0065	-.17472	-.55944997	0	0	.25191
14	21	.023215	.055883002	.082947001	-.00091940002	-1.0105	-.17442	-.55778998	0	0	.24898
15	21	.021265	.057124	.081757002	-.0009017	-1.0049	-.17251	-.56220001	0	0	.25251001
16	21	.022980001	.056666002	.081534997	-.00090129999	-1.0015	-.17896999	-.55857003	0	0	.25060999
17	21	.022685001	.056519002	.084135003	-.00093350001	-1.0064	-.17938	-.56632	0	0	.25307
18	21	.023243001	.057298999	.082249001	-.00091349997	-1.0084	-.18053	-.55992001	0	0	.25108001
19	21	.023502	.058472	.081317998	-.00090029999	-1.0056	-.17332	-.5614	0	0	.25075999
20	21	.021547001	.05601	.080167003	-.00088409998	-1.0036	-.17498	-.56415999	0	0	.25432
21	21	.023022	.057199001	.082930997	-.00091930002	-1.0017999	-.17921001	-.56484997	0	0	.25231999
22	21	.024784001	.055202998	.081724003	-.00090829999	-1.0001	-.17399	-.56160003	0	0	.25318
23	21	.023652	.055831	.083007	-.00092580001	-1.0106	-.17202	-.56304997	0	0	.25319001
24	21	.023251999	.056713	.082121	-.00091180002	-.99997997	-.18163	-.56006002	0	0	.25391999
25	21	.023432	.056435	.081811003	-.00090019999	-1.0002	-.17628001	-.56064999	0	0	.25235
26	21	.02393	.056839	.082900003	-.00091910001	-1.0087	-.18502	-.56224	0	0	.25066
27	21	.024	.054944001	.081297003	-.00090079999	-1.0042	-.17668	-.56463999	0	0	.25117001
28	21	.022748001	.056903001	.079801999	-.00087779999	-1.0137	-.18036	-.57099003	0	0	.24924
29	21	.023069	.055691	.085348003	-.00094699999	-.99283999	-.17394	-.56355	0	0	.2518
30	21	.022980001	.056182001	.080792002	-.00089279999	-1.0233999	-.18430001	-.55852002	0	0	.25106999
31	21	.024226001	.053971998	.080057003	-.00088379998	-1.0087	-.17699	-.55944002	0	0	.25288001
32	21	.023321999	.056084	.083454996	-.00093079999	-1.0031	-.17470001	-.56111002	0	0	.25038001
33	21	.023112999	.056228999	.078613997	-.00086720003	-1.0118001	-.17569	-.56225997	0	0	.25385001
34	21	.022754	.057665002	.081707001	-.0009018	-1.0021	-.17730001	-.56130999	0	0	.25139999
35	21	.025760001	.054795999	.082359001	-.00091090001	-1.005	-.18052	-.56739002	0	0	.24984001
36	21	.023316	.058825001	.084509999	-.00094230002	-1.0025001	-.17561001	-.55400002	0	0	.25275999
37	21	.022895001	.056173999	.082904004	-.0009176	-.99823999	-.17916	-.56026	0	0	.25204
38	21	.024181001	.056159001	.079790004	-.00088150002	-.99624002	-.17588	-.56023997	0	0	.25310999
